Date,VKOSPI,VIX,SNP.RV,KOSPI.RV
2005-03-15,19.19,13.15,0.005574834,0.012893424
2005-03-16,19.3,13.49,0.005936892,0.014378049
2005-03-17,20.84,13.29,0.004555221,0.012782084
2005-03-18,21.63,13.14,0.005783249,0.008781939
2005-03-21,22.59,13.61,0.006276722,0.01351155
2005-03-22,22.64,14.27,0.007916109,0.012867603
2005-03-23,22.49,14.06,0.006106171,0.011882469
2005-03-24,21.15,13.42,0.005481384,0.010380602
2005-03-28,20.29,13.75,0.005284984,0.006885972
2005-03-29,20.52,14.49,0.006543661,0.010212557
2005-03-30,20.11,13.64,0.005996275,0.011113313
2005-03-31,19.69,14.02,0.004816254,0.007395954
2005-04-01,18.92,14.09,0.009210674,0.008316444
2005-04-04,19.3,14.11,0.005372553,0.008676768
2005-04-06,19.13,13.15,0.005672211,0.009826084
2005-04-07,18.88,12.33,0.004459977,0.005225634
2005-04-08,18.79,12.62,0.004527921,0.005511882
2005-04-11,19.13,11.98,0.004322012,0.005761535
2005-04-12,18.25,11.3,0.007002287,0.006170063
2005-04-13,19.01,13.31,0.006234256,0.004640091
2005-04-14,21.55,14.53,0.007596506,0.010101599
2005-04-15,21.71,17.74,0.009348023,0.011076487
2005-04-18,23.68,16.559999,0.007725668,0.009164935
2005-04-19,23.03,14.96,0.007439699,0.007588736
2005-04-20,22.74,16.92,0.008071352,0.012472768
2005-04-21,21.94,14.41,0.01094919,0.011271143
2005-04-22,20.31,15.38,0.009237494,0.006097714
2005-04-25,20.13,14.62,0.007512563,0.010391773
2005-04-26,20.46,14.91,0.006681607,0.006125479
2005-04-27,21.68,14.87,0.007840637,0.009573109
2005-04-28,22.99,16.860001,0.007797299,0.010894484
2005-04-29,22.48,15.31,0.009973105,0.008236925
2005-05-02,21.32,15.12,0.005571421,0.006530501
2005-05-03,21.66,14.53,0.009005356,0.007260607
2005-05-04,20.17,13.85,0.006517473,0.005771718
2005-05-06,19.74,14.05,0.006595817,0.005157011
2005-05-09,22.37,13.75,0.004664504,0.008858657
2005-05-10,21.76,14.91,0.008391508,0.005659409
2005-05-11,22.75,14.45,0.006566077,0.006449887
2005-05-12,22.66,16.120001,0.00700873,0.007518878
2005-05-13,20.44,16.32,0.00861212,0.008607619
2005-05-16,20.04,15.68,0.005188546,0.008146782
2005-05-17,19.79,14.57,0.006323306,0.010030537
2005-05-18,19.64,13.63,0.007054414,0.00781503
2005-05-19,18.25,13.32,0.004886771,0.008639799
2005-05-20,18.09,13.14,0.004527631,0.006752798
2005-05-23,18.18,12.95,0.004870057,0.006250112
2005-05-24,18.01,12.69,0.005475454,0.004999747
2005-05-25,18.13,12.58,0.004922213,0.008441593
2005-05-26,17.16,12.24,0.004634046,0.005980052
2005-05-27,16.39,12.15,0.002646489,0.008143455
2005-05-31,16.35,13.29,0.004739506,0.007431917
2005-06-01,16.3,12.36,0.006899872,0.006477897
2005-06-02,16.16,11.84,0.005086668,0.006776215
2005-06-03,16.39,12.15,0.005077197,0.004986999
2005-06-07,17.62,12.39,0.006537975,0.0059825
2005-06-08,17.31,12.7,0.004839363,0.007186554
2005-06-09,17.03,12.08,0.005879703,0.009675488
2005-06-10,16.46,11.96,0.00440884,0.012031921
2005-06-13,16.33,11.65,0.005291701,0.008645268
2005-06-14,16.45,11.79,0.004491118,0.007701765
2005-06-15,15.87,11.46,0.005840157,0.006912413
2005-06-16,15.92,11.15,0.004549831,0.007387792
2005-06-17,15.83,11.48,0.007079395,0.007550963
2005-06-20,16.48,11.47,0.005280869,0.007354459
2005-06-21,16.56,11.08,0.004303558,0.006425871
2005-06-22,16.45,11.05,0.006235859,0.007882573
2005-06-23,15.82,12.13,0.005938275,0.005118297
2005-06-24,16.13,12.18,0.00476914,0.007427111
2005-06-27,17.32,12.52,0.004370213,0.006936861
2005-06-28,16.53,11.58,0.004648139,0.006488531
2005-06-29,16.22,11.77,0.004310682,0.006301417
2005-06-30,15.76,12.04,0.00570229,0.005436415
2005-07-01,15.87,11.4,0.005990457,0.006164919
2005-07-05,16.58,11.68,0.005069451,0.007353748
2005-07-06,16.22,12.27,0.004816179,0.004997736
2005-07-07,16.23,12.49,0.009978308,0.004362032
2005-07-08,16.72,11.45,0.004661467,0.00656917
2005-07-11,16.77,11.28,0.004359849,0.004604521
2005-07-12,16.74,10.95,0.004704009,0.006650556
2005-07-13,16.49,10.84,0.003675377,0.007737925
2005-07-14,16.86,10.81,0.007556123,0.006625781
2005-07-15,17.24,10.33,0.003532568,0.007393537
2005-07-18,17.92,10.77,0.004139049,0.009333213
2005-07-19,17.53,10.45,0.006613426,0.007243942
2005-07-20,18.34,10.23,0.006059591,0.009634856
2005-07-21,18.48,10.97,0.007176713,0.008862657
2005-07-22,18.59,10.52,0.004407426,0.010992366
2005-07-25,17.53,11.1,0.00448388,0.008908333
2005-07-26,17.37,10.99,0.004565342,0.007138231
2005-07-27,16.99,10.36,0.004401175,0.009503828
2005-07-28,16.56,10.52,0.004467427,0.006675481
2005-07-29,16.88,11.57,0.004040445,0.009037959
2005-08-01,17.3,12.08,0.004707168,0.007270781
2005-08-02,17.15,11.75,0.003768935,0.006633934
2005-08-03,17.5,11.83,0.003539234,0.007540069
2005-08-04,18.35,12.52,0.004428822,0.009256066
2005-08-05,18.96,12.48,0.004584368,0.00749223
2005-08-08,19.04,13.21,0.005195084,0.007069336
2005-08-09,18.52,12.4,0.005632362,0.007205538
2005-08-10,18.44,12.38,0.006823249,0.007991714
2005-08-11,18.53,12.42,0.005806938,0.007557769
2005-08-12,17.98,12.74,0.00592276,0.008481466
2005-08-16,19.07,13.52,0.005648625,0.009501217
2005-08-17,19.05,13.3,0.005369919,0.008341138
2005-08-18,18.9,13.42,0.005411689,0.012315775
2005-08-19,18.41,13.42,0.004710869,0.009530216
2005-08-22,18.41,13.42,0.006068591,0.006952456
2005-08-23,18.84,13.34,0.004654096,0.010537384
2005-08-24,19.37,14.17,0.005964844,0.011843591
2005-08-25,20.12,13.73,0.003999799,0.011867252
2005-08-26,19.79,13.72,0.005458849,0.008518203
2005-08-29,22.17,13.52,0.005355059,0.008912887
2005-08-30,20.92,13.65,0.007180556,0.01168461
2005-08-31,21.12,12.6,0.007478891,0.010525796
2005-09-01,21.3,13.15,0.00749044,0.008579475
2005-09-02,20.67,13.57,0.004884404,0.007316008
2005-09-06,20.33,12.93,0.006292492,0.009122906
2005-09-07,20.47,12.52,0.004124044,0.006573936
2005-09-08,22.23,12.93,0.004770984,0.010347437
2005-09-09,20.01,11.98,0.004418148,0.008268617
2005-09-12,20.46,11.65,0.003214292,0.009293069
2005-09-13,20.89,12.39,0.005087294,0.010603222
2005-09-14,20.62,12.91,0.004918609,0.008123365
2005-09-15,20.84,12.49,0.005851474,0.012125343
2005-09-16,20.57,11.22,0.005701488,0.008281783
2005-09-20,20.79,12.64,0.006294911,0.009609299
2005-09-21,20.99,13.79,0.00566987,0.009957996
2005-09-22,21.53,13.33,0.007306602,0.007024573
2005-09-23,23.49,12.96,0.004966546,0.008741485
2005-09-26,23.35,13.04,0.007122595,0.007913694
2005-09-27,23.29,12.76,0.005673674,0.008332584
2005-09-28,22.73,12.63,0.00564261,0.00833512
2005-09-29,22.88,12.24,0.006653391,0.007874061
2005-09-30,23.82,11.92,0.004320198,0.008043101
2005-10-04,22.96,13.2,0.006302276,0.006806453
2005-10-05,25.04,14.55,0.007484904,0.010665871
2005-10-06,24.91,14.96,0.009963767,0.008395885
2005-10-07,24.77,14.59,0.006946635,0.011687452
2005-10-10,24.04,15.55,0.00688973,0.005873981
2005-10-11,22.04,15.63,0.007552537,0.010989492
2005-10-12,25.05,16.219999,0.00895041,0.011186854
2005-10-13,25.81,16.469999,0.009585937,0.011722324
2005-10-14,26.61,14.87,0.008182625,0.013343313
2005-10-17,27.06,14.67,0.005291984,0.010160425
2005-10-18,25.81,15.33,0.005626627,0.01161162
2005-10-19,27.07,13.5,0.008940355,0.010598945
2005-10-20,25.4,16.110001,0.009882446,0.01152223
2005-10-21,24.23,16.129999,0.008876184,0.01279584
2005-10-24,25.15,14.74,0.008300342,0.011082888
2005-10-25,25.48,14.53,0.007162378,0.009743913
2005-10-26,25.7,14.59,0.00777667,0.01259776
2005-10-27,25.61,16.02,0.005872058,0.014283323
2005-10-28,26.71,14.25,0.008888945,0.011269217
2005-10-31,25.85,15.32,0.006810663,0.007827172
2005-11-01,25.1,14.85,0.004370928,0.008345559
2005-11-02,23.93,13.48,0.00536691,0.008646868
2005-11-03,23.28,13,0.00686542,0.007333666
2005-11-04,24.29,13.17,0.005707181,0.009240948
2005-11-07,25.72,13.1,0.004956143,0.008613334
2005-11-08,23.74,13.08,0.005393103,0.007484067
2005-11-09,24.17,12.8,0.004843123,0.011676459
2005-11-10,22.98,11.9,0.006506008,0.006223983
2005-11-11,22.17,11.63,0.002496194,0.009254982
2005-11-14,22.12,12.18,0.003962679,0.007028382
2005-11-15,22.53,12.23,0.004940711,0.010092664
2005-11-16,21.96,12.26,0.004924923,0.007963589
2005-11-17,21.86,11.25,0.004879872,0.007458536
2005-11-18,21.71,11.12,0.005972736,0.008565442
2005-11-21,22.36,10.82,0.003827542,0.010300565
2005-11-22,22.73,10.6,0.00469539,0.012445366
2005-11-23,22.06,10.96,0.003686603,0.008823271
2005-11-25,21.58,10.88,0.002559589,0.009033755
2005-11-28,22.65,11.84,0.004106788,0.008760979
2005-11-29,23.79,11.89,0.005856427,0.011152612
2005-11-30,23.38,12.06,0.005395922,0.008763216
2005-12-01,21.95,11.24,0.006921321,0.008360965
2005-12-02,21.04,11.01,0.003646112,0.006153173
2005-12-05,21.13,11.6,0.004457507,0.006204992
2005-12-06,21.43,11.52,0.006289901,0.007064476
2005-12-07,21.13,12.18,0.005200686,0.009211409
2005-12-08,22.16,12.21,0.006032202,0.008950196
2005-12-09,20.59,11.69,0.004441529,0.008699794
2005-12-12,19.03,11.47,0.004987281,0.007406596
2005-12-13,18.99,11.11,0.005127241,0.007860176
2005-12-14,20.18,10.48,0.004505546,0.012087714
2005-12-15,19.81,10.73,0.004719865,0.008782783
2005-12-16,20.18,10.68,0.004502694,0.011623739
2005-12-19,19.43,11.38,0.004491939,0.006896392
2005-12-20,19.5,11.19,0.004060569,0.007459315
2005-12-21,18.61,10.81,0.005794877,0.006573832
2005-12-22,19.19,10.29,0.003743197,0.010970904
2005-12-23,18.4,10.27,0.002482699,0.008323143
2005-12-27,18.37,11.57,0.005575303,0.005465311
2005-12-28,18.62,11.35,0.003928379,0.006885886
2005-12-29,19.44,11.61,0.004022439,0.005821267
2006-01-03,20.24,11.14,0.008516887,0.00984063
2006-01-04,19.93,11.37,0.005139683,0.007187237
2006-01-05,20.24,11.31,0.004574451,0.009204282
2006-01-06,18.96,11,0.008096096,0.006581512
2006-01-09,20.42,11.13,0.003480623,0.009015345
2006-01-10,22,10.86,0.005794539,0.01064889
2006-01-11,21.66,10.94,0.004120606,0.00912812
2006-01-12,20.97,11.2,0.003573292,0.008446186
2006-01-13,18.55,11.23,0.00413401,0.010363486
2006-01-17,20.52,11.91,0.006051599,0.011505575
2006-01-18,22.23,12.25,0.007230602,0.017811804
2006-01-19,21.09,11.98,0.004762013,0.013336203
2006-01-20,22.89,14.56,0.006514294,0.016362723
2006-01-23,25.06,13.93,0.005166242,0.01867065
2006-01-24,23.18,13.31,0.005738243,0.012898645
2006-01-25,22.39,12.87,0.007873886,0.012957639
2006-01-26,21.02,12.42,0.007921805,0.014725184
2006-01-27,20.39,11.97,0.005672502,0.007428362
2006-01-31,21.57,12.95,0.005332453,0.010512504
2006-02-01,23.61,12.36,0.005367043,0.010856914
2006-02-02,22.46,13.23,0.006215454,0.016283052
2006-02-03,24.67,12.96,0.007965869,0.012300087
2006-02-06,24.71,13.04,0.004561318,0.017872861
2006-02-07,24.78,13.59,0.006506959,0.013565348
2006-02-08,24.9,12.83,0.004889123,0.013225807
2006-02-09,22.09,13.12,0.004707311,0.011975572
2006-02-10,21.91,12.87,0.006250499,0.013706977
2006-02-13,23.85,13.35,0.00488792,0.013251088
2006-02-14,23.31,12.25,0.005485663,0.014436931
2006-02-15,24.35,12.31,0.006433703,0.014929494
2006-02-16,23.45,11.48,0.003754231,0.012232736
2006-02-17,23.16,12.01,0.003651251,0.010535913
2006-02-21,22.9,12.41,0.004933485,0.010452946
2006-02-22,23.12,11.88,0.004338279,0.013435131
2006-02-23,21.43,11.87,0.005300322,0.008939358
2006-02-24,20.64,11.46,0.003758214,0.008414572
2006-02-27,19.55,11.59,0.003995358,0.009521703
2006-02-28,19.9,12.34,0.005959903,0.009738771
2006-03-02,19.82,11.72,0.005922984,0.007398952
2006-03-03,21.01,11.96,0.006919831,0.011705472
2006-03-06,20.19,12.74,0.005241647,0.010650356
2006-03-07,22.3,12.66,0.005548685,0.012671116
2006-03-08,22.03,12.32,0.005756571,0.01180269
2006-03-09,23.08,12.68,0.004443739,0.010030541
2006-03-10,20.19,11.85,0.005483079,0.012519447
2006-03-13,19.56,11.37,0.004759734,0.006530336
2006-03-14,21.53,10.74,0.004090004,0.010035356
2006-03-15,20.71,11.35,0.003832198,0.006746224
2006-03-16,20.5,11.98,0.004837856,0.008408236
2006-03-17,19.91,12.12,0.003997405,0.01215849
2006-03-20,20.5,11.79,0.004045533,0.007489864
2006-03-21,21.05,11.62,0.005046332,0.007887995
2006-03-22,21.55,11.21,0.004392505,0.009491902
2006-03-23,21.39,11.17,0.004519633,0.010577241
2006-03-24,20.88,11.19,0.004204847,0.010140686
2006-03-27,19.88,11.46,0.003631325,0.008526315
2006-03-28,19.56,11.58,0.00554636,0.008764192
2006-03-29,19.48,10.95,0.005050138,0.009231629
2006-03-30,19.26,11.57,0.006277149,0.007323677
2006-03-31,18.19,11.39,0.004960696,0.00745579
2006-04-03,17.64,11.57,0.004556333,0.006741634
2006-04-04,17.85,11.14,0.005314474,0.007642082
2006-04-05,18.69,11.13,0.005146122,0.006164192
2006-04-06,18.33,11.45,0.004808628,0.007595583
2006-04-07,18.92,12.26,0.007287476,0.006951842
2006-04-10,20.47,12.19,0.004313939,0.007296726
2006-04-11,20.88,13,0.006601052,0.006935379
2006-04-12,19.82,12.76,0.004720654,0.006011604
2006-04-13,18.43,12.38,0.004593429,0.006660648
2006-04-17,19.23,12.58,0.004255632,0.007522458
2006-04-18,19.48,11.4,0.0077222,0.010661383
2006-04-19,19.01,11.32,0.005753488,0.007302317
2006-04-20,19.37,11.64,0.005736385,0.008356334
2006-04-21,17.91,11.59,0.006222543,0.008584378
2006-04-24,19.02,11.75,0.005261938,0.010297429
2006-04-25,18.28,11.75,0.005656486,0.009427113
2006-04-26,17.65,11.76,0.006121626,0.007174583
2006-04-27,17.49,11.84,0.01100613,0.007977846
2006-04-28,17.98,11.59,0.004894651,0.009997414
2006-05-02,19.32,11.99,0.005208551,0.010478283
2006-05-03,18.77,11.99,0.004565265,0.008512021
2006-05-04,19.14,11.86,0.004355677,0.009398126
2006-05-08,19.52,12,0.00266087,0.005868683
2006-05-09,20.08,11.99,0.002510154,0.006933793
2006-05-10,19.77,11.78,0.0050456,0.008099811
2006-05-11,18.04,12.49,0.005747779,0.007670857
2006-05-12,19.43,14.19,0.008723593,0.011000219
2006-05-15,21.14,13.57,0.007697851,0.010045567
2006-05-16,23.54,13.35,0.005311133,0.010028859
2006-05-17,21.75,16.26,0.009972952,0.008867079
2006-05-18,22.64,16.99,0.00690435,0.008292105
2006-05-19,21.91,17.18,0.009425532,0.012682681
2006-05-22,23.35,17.719999,0.010909746,0.011531643
2006-05-23,24.18,18.26,0.009131286,0.012498438
2006-05-24,23.37,17.360001,0.012265263,0.015673529
2006-05-25,25.6,15.5,0.007840855,0.013712056
2006-05-26,23.08,14.26,0.00438546,0.009554072
2006-05-30,21.21,18.66,0.006602446,0.012841356
2006-06-01,22.38,14.52,0.0065753,0.011447746
2006-06-02,21.74,14.32,0.007194135,0.013277588
2006-06-05,24.09,16.65,0.007460031,0.009828668
2006-06-07,24.91,17.799999,0.008001609,0.008327821
2006-06-08,30.91,18.35,0.012897358,0.015183898
2006-06-09,28.4,18.120001,0.007815215,0.011599679
2006-06-12,27.65,20.959999,0.008095267,0.0126003
2006-06-13,29.4,23.809999,0.012457169,0.011126149
2006-06-14,28.19,21.459999,0.009710207,0.013831458
2006-06-15,26.87,15.9,0.008722709,0.012620407
2006-06-16,24.32,17.25,0.006802712,0.008494709
2006-06-19,26.05,17.83,0.007896428,0.010321847
2006-06-20,27.18,16.690001,0.006574748,0.009270953
2006-06-21,27.06,15.52,0.006409173,0.009819523
2006-06-22,25.89,15.88,0.006405444,0.011691456
2006-06-23,26.12,15.89,0.007232762,0.009776647
2006-06-26,26.07,15.62,0.005117935,0.008363316
2006-06-27,25.29,16.4,0.005923329,0.007931223
2006-06-28,26.4,15.79,0.005682247,0.008805699
2006-06-29,24.9,13.03,0.009962872,0.008091976
2006-06-30,22.72,13.08,0.005087774,0.005509674
2006-07-03,23.73,13.05,0.004042509,0.008566379
2006-07-05,24.57,14.15,0.00754788,0.008839201
2006-07-06,24.91,13.65,0.005518099,0.01010263
2006-07-07,23.94,13.97,0.005792548,0.007290768
2006-07-10,24.65,14.02,0.005491258,0.010749542
2006-07-11,24.75,13.14,0.006318019,0.010336538
2006-07-12,25.13,14.49,0.005528164,0.010692546
2006-07-13,26.08,17.790001,0.00805681,0.012517866
2006-07-14,26.88,18.049999,0.00935444,0.010074572
2006-07-18,27.12,17.74,0.009079813,0.008297417
2006-07-19,26.89,15.55,0.009411304,0.009885039
2006-07-20,23.88,16.209999,0.005768875,0.006730432
2006-07-21,24.29,17.4,0.008233713,0.008180894
2006-07-24,25.38,14.98,0.00750576,0.009812663
2006-07-25,23.74,14.85,0.007379903,0.007329726
2006-07-26,23.9,14.62,0.006927439,0.007448869
2006-07-27,22.88,14.94,0.008525198,0.008374748
2006-07-28,22.91,14.33,0.008079545,0.006604266
2006-07-31,23.75,14.95,0.004496038,0.007597878
2006-08-01,23.88,15.05,0.005905561,0.00751834
2006-08-02,23.59,14.34,0.006649416,0.009856228
2006-08-03,22.6,14.46,0.007448653,0.006781624
2006-08-04,22.1,14.34,0.006803891,0.006948553
2006-08-07,23.56,15.23,0.004882615,0.00781041
2006-08-08,23.43,15.23,0.008195014,0.008865386
2006-08-09,22.77,15.2,0.010037132,0.010065525
2006-08-10,23.28,14.46,0.00678421,0.010934808
2006-08-11,22.98,14.3,0.005330263,0.009793988
2006-08-14,23.29,14.26,0.007361167,0.009447389
2006-08-16,20.51,12.41,0.004819608,0.005857502
2006-08-17,19.9,12.24,0.004235426,0.00618579
2006-08-18,19.23,11.64,0.004030082,0.00690387
2006-08-21,20.59,12.22,0.004549657,0.007601052
2006-08-22,19.42,12.19,0.004275928,0.006175536
2006-08-23,19.67,12.4,0.004153971,0.00824624
2006-08-24,19.22,12.4,0.005128288,0.006329069
2006-08-25,19.22,12.31,0.004185886,0.006805439
2006-08-28,20.06,12.18,0.003790464,0.006893921
2006-08-29,18.2,12.28,0.00436621,0.005715065
2006-08-30,18.84,12.22,0.003988753,0.004924694
2006-08-31,17.9,12.31,0.002908224,0.005619747
2006-09-01,17.85,11.96,0.005127797,0.00581595
2006-09-05,18.42,12.63,0.003297948,0.005104489
2006-09-06,19.07,13.74,0.006137577,0.005704471
2006-09-07,19.48,13.88,0.006214338,0.007735165
2006-09-08,19.31,13.16,0.004152272,0.005611964
2006-09-11,20.46,12.99,0.005921175,0.00647163
2006-09-12,21.27,11.92,0.004618763,0.007103651
2006-09-13,20.26,11.18,0.003820748,0.005223807
2006-09-14,18.6,11.55,0.003811265,0.009041942
2006-09-15,16.62,11.76,0.005912266,0.006170952
2006-09-18,17.25,11.78,0.004039147,0.005726548
2006-09-19,17.24,11.98,0.004488336,0.006038135
2006-09-20,17.8,11.39,0.006124609,0.006299275
2006-09-21,17.85,12.25,0.005773835,0.006610554
2006-09-22,18.25,12.59,0.004455909,0.006399658
2006-09-25,18.03,12.12,0.006437043,0.006265488
2006-09-26,18.29,11.53,0.005364897,0.007017225
2006-09-27,17.25,11.58,0.004731492,0.007262908
2006-09-28,16.85,11.72,0.004090084,0.005873288
2006-09-29,16.71,11.98,0.003222589,0.005738995
2006-10-02,17.24,12.57,0.003992631,0.005634835
2006-10-04,18.24,11.86,0.004610033,0.008157717
2006-10-09,22.65,11.68,0.003171253,0.019414974
2006-10-10,22.25,11.52,0.003614274,0.008217844
2006-10-11,21.6,11.62,0.005159202,0.010436773
2006-10-12,20.09,11.09,0.004645689,0.007777641
2006-10-13,18.96,10.75,0.003088029,0.004944893
2006-10-16,18.5,11.09,0.002379876,0.004959059
2006-10-17,18.7,11.73,0.005391832,0.008347239
2006-10-18,18.71,11.34,0.007513109,0.007392018
2006-10-19,18.85,10.9,0.003839497,0.006723079
2006-10-20,17.77,10.63,0.003013609,0.005201677
2006-10-23,18.06,11.08,0.005276604,0.005725644
2006-10-24,17.75,10.78,0.004741328,0.004161925
2006-10-25,17.18,10.66,0.005058707,0.004880123
2006-10-26,17.46,10.56,0.005156607,0.005315685
2006-10-27,17.25,10.8,0.005794807,0.006044461
2006-10-30,18.07,11.2,0.003678248,0.00522244
2006-10-31,16.84,11.1,0.005361482,0.004903797
2006-11-01,15.96,11.51,0.004876652,0.004905909
2006-11-02,16.06,11.42,0.004511137,0.006123657
2006-11-03,15.73,11.16,0.006203422,0.004288817
2006-11-06,16.51,11.16,0.004980679,0.006743367
2006-11-07,16.31,11.09,0.004468317,0.00461239
2006-11-08,16.04,10.75,0.006648602,0.004439714
2006-11-09,14.7,11.01,0.004843202,0.006801302
2006-11-10,14.43,10.79,0.003971376,0.004618927
2006-11-13,14.94,10.86,0.003906271,0.004989157
2006-11-14,14.15,10.5,0.006095933,0.003721753
2006-11-15,14.46,10.31,0.003860522,0.003150103
2006-11-16,14.41,10.16,0.004626259,0.00425903
2006-11-17,14.29,10.05,0.004863987,0.004879297
2006-11-20,15.46,9.97,0.004306218,0.005888287
2006-11-21,14.72,9.9,0.002814095,0.004062407
2006-11-22,14.23,10.14,0.00334547,0.005163872
2006-11-24,14.28,10.73,0.005432277,0.005348317
2006-11-27,14.98,12.3,0.00631148,0.005531828
2006-11-28,15.46,11.62,0.006330273,0.004798161
2006-11-29,15.2,10.83,0.00690914,0.00507989
2006-11-30,14.68,10.91,0.006860283,0.004633932
2006-12-01,14.44,11.66,0.007801001,0.00472722
2006-12-04,15.68,11.23,0.00482458,0.004083205
2006-12-05,15.71,11.27,0.004758973,0.004793829
2006-12-06,16.83,11.33,0.003114412,0.006296576
2006-12-07,16.79,12.67,0.005128534,0.005165164
2006-12-08,18.23,12.07,0.004751446,0.006866982
2006-12-11,17.91,10.71,0.002940477,0.005033503
2006-12-12,18.26,10.65,0.005393726,0.006701761
2006-12-13,17.33,10.18,0.005127066,0.008214371
2006-12-14,16.4,9.97,0.004478715,0.008667333
2006-12-15,15.1,10.05,0.004827606,0.007112349
2006-12-18,14.23,10.6,0.003547355,0.005405173
2006-12-19,14.74,10.3,0.005835141,0.005196198
2006-12-20,14.65,10.26,0.002901952,0.00646405
2006-12-21,14.71,10.53,0.004305485,0.005597378
2006-12-22,14.65,11.36,0.004602792,0.005685426
2006-12-26,15.71,11.26,0.002513291,0.006370948
2006-12-27,15.5,10.64,0.004609097,0.006152618
2006-12-28,15.4,10.99,0.003217351,0.005113646
2007-01-03,17.25,12.04,0.006839038,0.008165921
2007-01-04,17.33,11.51,0.006374963,0.009636074
2007-01-05,17.25,12.14,0.00638044,0.009392439
2007-01-08,18.3,12,0.005827801,0.008590512
2007-01-09,17.68,11.91,0.005379545,0.007060475
2007-01-10,18.9,11.47,0.005576972,0.009223252
2007-01-11,18.69,10.87,0.004483029,0.009809457
2007-01-12,16.54,10.15,0.003519155,0.005984823
2007-01-16,16.66,10.74,0.003736625,0.00533454
2007-01-17,16.84,10.59,0.004798859,0.01054532
2007-01-18,16.91,10.85,0.004994818,0.006843558
2007-01-19,17.48,10.4,0.003470971,0.007247135
2007-01-22,17.38,10.77,0.004410336,0.007162023
2007-01-23,17.53,10.34,0.004432992,0.006295113
2007-01-24,16.73,9.89,0.004125702,0.005159089
2007-01-25,16.62,11.22,0.004633217,0.004897989
2007-01-26,17.23,11.13,0.005836199,0.008089961
2007-01-29,17.9,11.45,0.004541488,0.005705128
2007-01-30,17.73,10.96,0.004711121,0.006571916
2007-01-31,17.99,10.42,0.006425064,0.006406074
2007-02-01,16.92,10.31,0.004707498,0.006638595
2007-02-02,16.39,10.08,0.0036214,0.007666079
2007-02-05,17.19,10.55,0.003130941,0.007161215
2007-02-06,17.29,10.65,0.003273077,0.006116776
2007-02-07,17.39,10.32,0.003319802,0.008364982
2007-02-08,17.25,10.44,0.005321055,0.007316541
2007-02-09,16.05,11.1,0.005236996,0.006161974
2007-02-12,17.11,11.61,0.003373421,0.007654686
2007-02-13,16.8,10.34,0.004587411,0.006949136
2007-02-14,16.57,10.23,0.004982841,0.006064363
2007-02-15,16.41,10.22,0.0031484,0.004497396
2007-02-16,16.08,10.02,0.003212675,0.006129772
2007-02-20,16.68,10.24,0.003937636,0.004832397
2007-02-21,16.86,10.2,0.005460472,0.006458484
2007-02-22,17.33,10.18,0.00507203,0.005299886
2007-02-23,17.12,10.58,0.0041973,0.006178868
2007-02-26,17.82,11.15,0.005145682,0.005268373
2007-02-27,17.9,18.309999,0.016579726,0.00691532
2007-02-28,20.38,15.42,0.011218515,0.008321502
2007-03-02,20.06,18.610001,0.00896134,0.007298691
2007-03-05,21.62,19.629999,0.013017727,0.007710592
2007-03-06,20.33,15.96,0.010652178,0.008657035
2007-03-07,19.43,15.24,0.006127243,0.007901179
2007-03-08,17.91,14.29,0.008638234,0.007481355
2007-03-09,18.7,14.09,0.007871465,0.007828112
2007-03-12,19.01,13.99,0.0046473,0.004793574
2007-03-13,19.67,18.129999,0.009695175,0.006095554
2007-03-14,21.07,17.27,0.012386211,0.00646885
2007-03-15,20.14,16.43,0.006451588,0.004937611
2007-03-16,20.29,16.790001,0.005442261,0.006386285
2007-03-19,21.04,14.59,0.00778317,0.006594671
2007-03-20,20.43,13.27,0.004648391,0.00484416
2007-03-21,20.49,12.19,0.007943151,0.006098509
2007-03-22,19.67,12.93,0.004462365,0.005067026
2007-03-23,19.28,12.95,0.005227465,0.005014538
2007-03-26,19.87,13.16,0.007101078,0.00679138
2007-03-27,19.85,13.48,0.006417449,0.007574919
2007-03-28,20.48,14.98,0.007866591,0.007982053
2007-03-29,19.91,15.14,0.008963263,0.006721762
2007-03-30,19.64,14.64,0.007004067,0.004995414
2007-04-02,19.71,14.53,0.004710208,0.005897937
2007-04-03,19.37,13.46,0.006164468,0.00642061
2007-04-04,18.97,13.24,0.003606084,0.004065615
2007-04-05,18.91,13.23,0.002750688,0.004357241
2007-04-09,18.61,13.14,0.003421312,0.004240395
2007-04-10,18.39,12.68,0.003163191,0.006784301
2007-04-11,18.49,13.49,0.004683617,0.00484426
2007-04-12,18.54,12.71,0.004686608,0.007206763
2007-04-13,18,12.2,0.004116915,0.007864155
2007-04-16,17.94,11.98,0.005926364,0.004792532
2007-04-17,18.67,12.14,0.003907134,0.006631435
2007-04-18,18.31,12.42,0.004124054,0.005789841
2007-04-19,19.11,12.54,0.00647354,0.009470356
2007-04-20,17.67,12.07,0.008942574,0.007074457
2007-04-23,17.87,13.04,0.003635029,0.007093614
2007-04-24,17.5,13.12,0.004725906,0.006831026
2007-04-25,18.13,13.21,0.005902248,0.009498178
2007-04-26,18,12.79,0.003865252,0.006641842
2007-04-27,18.78,12.45,0.004606166,0.006976906
2007-04-30,18.99,14.22,0.004711605,0.006166065
2007-05-02,18.65,13.08,0.003897905,0.005840714
2007-05-03,17.9,13.09,0.004328567,0.004307403
